[INFO] [1741234235.316483584] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/home/pinky/pinky_violet/install/pinky_cartographer/share/pinky_cartographer/params/initial_pose.lua' for 'initial_pose.lua'.
[INFO] [1741234235.316913269] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741234235.316966621] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741234235.317050751] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741234235.317100251] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741234235.317304288] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741234235.317350621] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741234235.317468047] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741234235.317514529] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741234235.317695788] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741234235.317742843] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741234235.337603843] [cartographer logger]: I20250306 13:10:35.-2147483648  6058 map_builder_bridge.cpp:136] Added trajectory with ID '0'.
[INFO] [1741234237.130320750] [cartographer logger]: I20250306 13:10:37.-2147483648  6058 ordered_multi_queue.cc:172] All sensor data for trajectory 0 is available starting at '638768310371264693'.
[INFO] [1741234237.296498305] [cartographer logger]: I20250306 13:10:37.-2147483648  6058 local_trajectory_builder_2d.cc:135] Extrapolator is still initializing.
[INFO] [1741234237.299581064] [cartographer logger]: I20250306 13:10:37.-2147483648  6058 pose_graph_2d.cc:148] Inserted submap (0, 0).
[INFO] [1741234250.496470797] [cartographer logger]: I20250306 13:10:50.-2147483648  6058 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 2.05e-03 s (pulsed at 101.38% real time)
[INFO] [1741234250.496576371] [cartographer logger]: I20250306 13:10:50.-2147483648  6058 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.31e-03 s (pulsed at 99.91% real time)
[INFO] [1741234265.506253566] [cartographer logger]: I20250306 13:11:05.-2147483648  6058 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 2.09e-03 s (pulsed at 100.07% real time)
[INFO] [1741234265.506476492] [cartographer logger]: I20250306 13:11:05.-2147483648  6058 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.35e-03 s (pulsed at 99.88% real time)
[INFO] [1741234280.597542890] [cartographer logger]: I20250306 13:11:20.-2147483648  6058 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 2.17e-03 s (pulsed at 99.42% real time)
[INFO] [1741234280.597615390] [cartographer logger]: I20250306 13:11:20.-2147483648  6058 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.25e-03 s (pulsed at 101.26% real time)
[INFO] [1741234287.311131498] [cartographer logger]: I20250306 13:11:27.-2147483648  6058 motion_filter.cc:42] Motion filter reduced the number of nodes to 9.2%.
[INFO] [1741234292.448675291] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 node.cpp:569] Shutdown the subscriber of [scan]
[INFO] [1741234292.448745772] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 node.cpp:569] Shutdown the subscriber of [imu]
[INFO] [1741234292.448784439] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 map_builder_bridge.cpp:152] Finishing trajectory with ID '0'...
[INFO] [1741234292.464647476] [cartographer logger]: I20250306 13:11:32.-2147483648  6090 pose_graph_2d.cc:538] Remaining work items in queue: 0
[INFO] [1741234292.478718939] [cartographer logger]: I20250306 13:11:32.-2147483648  6090 constraint_builder_2d.cc:290] 0 computations resulted in 0 additional constraints.
[INFO] [1741234292.482568476] [cartographer logger]: I20250306 13:11:32.-2147483648  6090 constraint_builder_2d.cc:292] Score histogram:
Count: 0
[INFO] [1741234292.492704661] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/home/pinky/pinky_violet/install/pinky_cartographer/share/pinky_cartographer/params/nav2_cartographer_params.lua' for 'nav2_cartographer_params.lua'.
[INFO] [1741234292.493497050] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741234292.493732309] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741234292.513063754] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741234292.513181420] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741234292.513466328] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741234292.513529457] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741234292.513631328] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741234292.513684420] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741234292.513988680] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741234292.514070976] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741234292.515723494] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 map_builder_bridge.cpp:136] Added trajectory with ID '1'.
[WARN] [1741234292.525716402] [cartographer logger]: W20250306 13:11:32.-2147483648  6090 preprocessor.cc:67] Specified options.num_threads: 7 exceeds maximum available from the threading model Ceres was compiled with: 4.  Bounding to maximum number available.
[INFO] [1741234292.596105309] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 ordered_multi_queue.cc:172] All sensor data for trajectory 1 is available starting at '638768310925949830'.
[INFO] [1741234292.682321531] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 local_trajectory_builder_2d.cc:124] Extrapolator not yet initialized.
[INFO] [1741234292.801443605] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 local_trajectory_builder_2d.cc:135] Extrapolator is still initializing.
[INFO] [1741234292.816285698] [cartographer logger]: I20250306 13:11:32.-2147483648  6058 pose_graph_2d.cc:148] Inserted submap (1, 0).
[INFO] [1741234302.628516859] [cartographer logger]: I20250306 13:11:42.-2147483648  6058 pose_graph_2d.cc:148] Inserted submap (1, 1).
[INFO] [1741234307.611300189] [cartographer logger]: I20250306 13:11:47.-2147483648  6058 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 4.04e-03 s (pulsed at 99.90% real time)
[INFO] [1741234307.611398615] [cartographer logger]: I20250306 13:11:47.-2147483648  6058 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 2.37e-03 s (pulsed at 99.70% real time)
[INFO] [1741234312.258716946] [cartographer logger]: I20250306 13:11:52.-2147483648  6058 pose_graph_2d.cc:148] Inserted submap (1, 2).
