[INFO] [1741235121.324408075] [cartographer logger]: I20250306 13:25:21.-2147483648  6990 configuration_file_resolver.cc:41] Found '/home/pinky/pinky_violet/install/pinky_cartographer/share/pinky_cartographer/params/initial_pose.lua' for 'initial_pose.lua'.
[INFO] [1741235148.796321780] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741235148.796372651] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741235148.797047706] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741235148.797267484] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741235148.797679225] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741235148.798248614] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741235148.799225317] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741235148.799899280] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741235148.803566688] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 map_builder_bridge.cpp:136] Added trajectory with ID '2'.
[INFO] [1741235148.906816003] [cartographer logger]: I20250306 13:25:48.-2147483648  6990 ordered_multi_queue.cc:172] All sensor data for trajectory 2 is available starting at '638768319489001370'.
[INFO] [1741235149.098524280] [cartographer logger]: I20250306 13:25:49.-2147483648  6990 local_trajectory_builder_2d.cc:135] Extrapolator is still initializing.
[INFO] [1741235149.102606521] [cartographer logger]: I20250306 13:25:49.-2147483648  6990 pose_graph_2d.cc:148] Inserted submap (2, 0).
[INFO] [1741235159.102083256] [cartographer logger]: I20250306 13:25:59.-2147483648  6990 pose_graph_2d.cc:148] Inserted submap (2, 1).
[INFO] [1741235163.897277308] [cartographer logger]: I20250306 13:26:03.-2147483648  6990 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 3.86e-03 s (pulsed at 101.33% real time)
[INFO] [1741235163.897354771] [cartographer logger]: I20250306 13:26:03.-2147483648  6990 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.78e-03 s (pulsed at 99.91% real time)
[INFO] [1741235168.427532824] [cartographer logger]: I20250306 13:26:08.-2147483648  7056 constraint_builder_2d.cc:275] Node (0, 0) with 201 points on submap (2, 0) matches with score 71.1%.
[INFO] [1741235168.527382065] [cartographer logger]: I20250306 13:26:08.-2147483648  6990 pose_graph_2d.cc:148] Inserted submap (2, 2).
[INFO] [1741235168.553858491] [cartographer logger]: I20250306 13:26:08.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 180) with 202 points on submap (2, 0) differs by translation 0.00 rotation 0.004 with score 88.2%.
[INFO] [1741235168.725700361] [cartographer logger]: I20250306 13:26:08.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 183) with 190 points on submap (2, 0) differs by translation 0.00 rotation 0.008 with score 89.6%.
[INFO] [1741235169.120467268] [cartographer logger]: I20250306 13:26:09.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 186) with 195 points on submap (2, 0) differs by translation 0.00 rotation 0.008 with score 89.5%.
[INFO] [1741235169.497744231] [cartographer logger]: I20250306 13:26:09.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 190) with 191 points on submap (2, 0) differs by translation 0.00 rotation 0.005 with score 89.1%.
[INFO] [1741235169.708326453] [cartographer logger]: I20250306 13:26:09.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 193) with 199 points on submap (2, 0) differs by translation 0.00 rotation 0.004 with score 89.2%.
[INFO] [1741235170.121711119] [cartographer logger]: I20250306 13:26:10.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 196) with 194 points on submap (2, 0) differs by translation 0.00 rotation 0.001 with score 89.1%.
[INFO] [1741235170.528537841] [cartographer logger]: I20250306 13:26:10.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 200) with 193 points on submap (2, 0) differs by translation 0.00 rotation 0.009 with score 89.2%.
[INFO] [1741235170.722500360] [cartographer logger]: I20250306 13:26:10.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 203) with 201 points on submap (2, 0) differs by translation 0.00 rotation 0.001 with score 89.6%.
[INFO] [1741235171.114971211] [cartographer logger]: I20250306 13:26:11.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 206) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.012 with score 88.5%.
[INFO] [1741235171.513707619] [cartographer logger]: I20250306 13:26:11.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 210) with 191 points on submap (2, 0) differs by translation 0.00 rotation 0.011 with score 88.9%.
[INFO] [1741235171.706485341] [cartographer logger]: I20250306 13:26:11.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 213) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.008 with score 89.4%.
[INFO] [1741235172.113492859] [cartographer logger]: I20250306 13:26:12.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 216) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.009 with score 88.5%.
[INFO] [1741235172.732309414] [cartographer logger]: I20250306 13:26:12.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 220) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.002 with score 89.5%.
[INFO] [1741235172.969649951] [cartographer logger]: I20250306 13:26:12.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 223) with 202 points on submap (2, 0) differs by translation 0.00 rotation 0.008 with score 89.6%.
[INFO] [1741235173.374001969] [cartographer logger]: I20250306 13:26:13.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 226) with 191 points on submap (2, 0) differs by translation 0.00 rotation 0.003 with score 88.7%.
[INFO] [1741235173.711179025] [cartographer logger]: I20250306 13:26:13.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 230) with 185 points on submap (2, 0) differs by translation 0.00 rotation 0.001 with score 88.0%.
[INFO] [1741235174.202332450] [cartographer logger]: I20250306 13:26:14.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 233) with 198 points on submap (2, 0) differs by translation 0.00 rotation 0.006 with score 88.9%.
[INFO] [1741235174.321566450] [cartographer logger]: I20250306 13:26:14.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 236) with 190 points on submap (2, 0) differs by translation 0.00 rotation 0.003 with score 89.4%.
[INFO] [1741235174.894591487] [cartographer logger]: I20250306 13:26:14.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 240) with 199 points on submap (2, 0) differs by translation 0.00 rotation 0.002 with score 89.3%.
[INFO] [1741235175.329333857] [cartographer logger]: I20250306 13:26:15.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 243) with 186 points on submap (2, 0) differs by translation 0.00 rotation 0.000 with score 89.2%.
[INFO] [1741235175.518744135] [cartographer logger]: I20250306 13:26:15.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 246) with 199 points on submap (2, 0) differs by translation 0.00 rotation 0.000 with score 89.1%.
[INFO] [1741235175.903519060] [cartographer logger]: I20250306 13:26:15.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 250) with 188 points on submap (2, 0) differs by translation 0.00 rotation 0.007 with score 90.0%.
[INFO] [1741235176.302421949] [cartographer logger]: I20250306 13:26:16.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 253) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.005 with score 87.9%.
[INFO] [1741235176.498597782] [cartographer logger]: I20250306 13:26:16.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 256) with 193 points on submap (2, 0) differs by translation 0.00 rotation 0.011 with score 88.7%.
[INFO] [1741235176.902279727] [cartographer logger]: I20250306 13:26:16.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 260) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.014 with score 88.5%.
[INFO] [1741235177.333910337] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 263) with 191 points on submap (2, 0) differs by translation 0.00 rotation 0.013 with score 88.5%.
[INFO] [1741235177.527523819] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 266) with 198 points on submap (2, 0) differs by translation 0.01 rotation 0.011 with score 87.6%.
[INFO] [1741235177.903693948] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 6) with 187 points on submap (2, 1) differs by translation 0.01 rotation 0.001 with score 86.8%.
[INFO] [1741235177.907474485] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 0) with 196 points on submap (2, 1) differs by translation 0.01 rotation 0.003 with score 87.5%.
[INFO] [1741235177.911058467] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 10) with 195 points on submap (2, 1) differs by translation 0.01 rotation 0.004 with score 86.8%.
[INFO] [1741235177.916297744] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 13) with 200 points on submap (2, 1) differs by translation 0.01 rotation 0.005 with score 87.7%.
[INFO] [1741235177.921324615] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 23) with 188 points on submap (2, 1) differs by translation 0.00 rotation 0.003 with score 88.8%.
[INFO] [1741235177.923921615] [cartographer logger]: I20250306 13:26:17.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 16) with 195 points on submap (2, 1) differs by translation 0.00 rotation 0.008 with score 88.9%.
[INFO] [1741235177.927126152] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 26) with 185 points on submap (2, 1) differs by translation 0.00 rotation 0.003 with score 88.5%.
[INFO] [1741235177.930694337] [cartographer logger]: I20250306 13:26:17.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 30) with 197 points on submap (2, 1) differs by translation 0.00 rotation 0.003 with score 88.1%.
[INFO] [1741235177.931232244] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 33) with 186 points on submap (2, 1) differs by translation 0.01 rotation 0.009 with score 87.6%.
[INFO] [1741235177.934623022] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 40) with 193 points on submap (2, 1) differs by translation 0.00 rotation 0.005 with score 88.5%.
[INFO] [1741235177.936433133] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 3) with 191 points on submap (2, 1) differs by translation 0.01 rotation 0.006 with score 87.1%.
[INFO] [1741235177.938664985] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 43) with 194 points on submap (2, 1) differs by translation 0.00 rotation 0.008 with score 88.7%.
[INFO] [1741235177.938948726] [cartographer logger]: I20250306 13:26:17.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 20) with 200 points on submap (2, 1) differs by translation 0.01 rotation 0.003 with score 88.3%.
[INFO] [1741235177.942497170] [cartographer logger]: I20250306 13:26:17.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 53) with 191 points on submap (2, 1) differs by translation 0.00 rotation 0.002 with score 89.9%.
[INFO] [1741235177.942559781] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 46) with 194 points on submap (2, 1) differs by translation 0.00 rotation 0.002 with score 89.8%.
[INFO] [1741235177.942712615] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 50) with 197 points on submap (2, 1) differs by translation 0.00 rotation 0.000 with score 89.6%.
[INFO] [1741235177.945752078] [cartographer logger]: I20250306 13:26:17.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 36) with 182 points on submap (2, 1) differs by translation 0.00 rotation 0.008 with score 88.0%.
[INFO] [1741235177.947209652] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 60) with 188 points on submap (2, 1) differs by translation 0.00 rotation 0.009 with score 89.2%.
[INFO] [1741235177.949857411] [cartographer logger]: I20250306 13:26:17.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 63) with 188 points on submap (2, 1) differs by translation 0.01 rotation 0.006 with score 89.6%.
[INFO] [1741235177.952497985] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 70) with 190 points on submap (2, 1) differs by translation 0.00 rotation 0.007 with score 89.0%.
[INFO] [1741235177.952570689] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 56) with 194 points on submap (2, 1) differs by translation 0.00 rotation 0.001 with score 88.9%.
[INFO] [1741235177.954765300] [cartographer logger]: I20250306 13:26:17.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 73) with 190 points on submap (2, 1) differs by translation 0.00 rotation 0.002 with score 89.3%.
[INFO] [1741235177.956507652] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 76) with 182 points on submap (2, 1) differs by translation 0.00 rotation 0.008 with score 89.3%.
[INFO] [1741235177.957329522] [cartographer logger]: I20250306 13:26:17.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 83) with 186 points on submap (2, 1) differs by translation 0.00 rotation 0.006 with score 89.2%.
[INFO] [1741235177.961703207] [cartographer logger]: I20250306 13:26:17.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 86) with 189 points on submap (2, 1) differs by translation 0.00 rotation 0.009 with score 88.8%.
[INFO] [1741235177.979588744] [cartographer logger]: I20250306 13:26:17.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 80) with 191 points on submap (2, 1) differs by translation 0.00 rotation 0.004 with score 88.6%.
[INFO] [1741235177.980988689] [cartographer logger]: I20250306 13:26:17.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 66) with 189 points on submap (2, 1) differs by translation 0.00 rotation 0.000 with score 88.2%.
[INFO] [1741235178.093503837] [cartographer logger]: I20250306 13:26:18.-2147483648  6990 pose_graph_2d.cc:148] Inserted submap (2, 3).
[INFO] [1741235178.141108392] [cartographer logger]: I20250306 13:26:18.-2147483648  7057 constraint_builder_2d.cc:275] Node (2, 270) with 200 points on submap (2, 0) differs by translation 0.00 rotation 0.002 with score 87.0%.
[INFO] [1741235178.144312596] [cartographer logger]: I20250306 13:26:18.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 270) with 200 points on submap (2, 1) differs by translation 0.00 rotation 0.006 with score 88.7%.
[INFO] [1741235178.312915707] [cartographer logger]: I20250306 13:26:18.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 273) with 206 points on submap (2, 0) differs by translation 0.00 rotation 0.009 with score 80.8%.
[INFO] [1741235178.315509152] [cartographer logger]: I20250306 13:26:18.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 273) with 206 points on submap (2, 1) differs by translation 0.00 rotation 0.008 with score 81.4%.
[INFO] [1741235178.750609855] [cartographer logger]: I20250306 13:26:18.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 276) with 186 points on submap (2, 1) differs by translation 0.00 rotation 0.004 with score 82.2%.
[INFO] [1741235178.755086040] [cartographer logger]: I20250306 13:26:18.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 276) with 186 points on submap (2, 0) differs by translation 0.00 rotation 0.004 with score 82.2%.
[INFO] [1741235178.984497429] [cartographer logger]: I20250306 13:26:18.-2147483648  6990 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 4.16e-03 s (pulsed at 99.99% real time)
[INFO] [1741235178.984603522] [cartographer logger]: I20250306 13:26:18.-2147483648  6990 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.67e-03 s (pulsed at 101.28% real time)
[INFO] [1741235179.119496429] [cartographer logger]: I20250306 13:26:19.-2147483648  7054 constraint_builder_2d.cc:275] Node (2, 280) with 189 points on submap (2, 1) differs by translation 0.00 rotation 0.002 with score 77.3%.
[INFO] [1741235179.120034947] [cartographer logger]: I20250306 13:26:19.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 280) with 189 points on submap (2, 0) differs by translation 0.00 rotation 0.000 with score 76.8%.
[INFO] [1741235179.304525095] [cartographer logger]: I20250306 13:26:19.-2147483648  7056 constraint_builder_2d.cc:275] Node (2, 283) with 196 points on submap (2, 1) differs by translation 0.01 rotation 0.007 with score 76.3%.
[INFO] [1741235179.309125744] [cartographer logger]: I20250306 13:26:19.-2147483648  7055 constraint_builder_2d.cc:275] Node (2, 283) with 196 points on submap (2, 0) differs by translation 0.01 rotation 0.004 with score 75.9%.
