[INFO] [1741077359.644904421] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/home/pinky/pinky_violet/install/pinky_cartographer/share/pinky_cartographer/params/initial_pose.lua' for 'initial_pose.lua'.
[INFO] [1741077359.645564770] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741077359.645727695] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741077359.645857305] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741077359.645907323] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741077359.646210340] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741077359.646267247] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741077359.646347191] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741077359.646395524] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741077359.646591764] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741077359.646752560] [cartographer logger]: I20250304 17:35:59.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741077360.528380184] [cartographer logger]: I20250304 17:36:00.-2147483648  5476 map_builder_bridge.cpp:136] Added trajectory with ID '0'.
[INFO] [1741077361.151042984] [cartographer logger]: I20250304 17:36:01.-2147483648  5476 ordered_multi_queue.cc:172] All sensor data for trajectory 0 is available starting at '638766741611412651'.
[INFO] [1741077361.192214080] [cartographer logger]: I20250304 17:36:01.-2147483648  5476 local_trajectory_builder_2d.cc:124] Extrapolator not yet initialized.
[INFO] [1741077361.329860515] [cartographer logger]: I20250304 17:36:01.-2147483648  5476 local_trajectory_builder_2d.cc:135] Extrapolator is still initializing.
[INFO] [1741077361.343142111] [cartographer logger]: I20250304 17:36:01.-2147483648  5476 pose_graph_2d.cc:148] Inserted submap (0, 0).
[INFO] [1741077375.529384167] [cartographer logger]: I20250304 17:36:15.-2147483648  5476 collated_trajectory_builder.cc:81] imu rate: 5.01 Hz 2.00e-01 s +/- 4.20e-03 s (pulsed at 99.94% real time)
[INFO] [1741077375.529583054] [cartographer logger]: I20250304 17:36:15.-2147483648  5476 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 2.74e-03 s (pulsed at 100.33% real time)
[INFO] [1741077384.518074244] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 node.cpp:569] Shutdown the subscriber of [scan]
[INFO] [1741077384.523257106] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 node.cpp:569] Shutdown the subscriber of [imu]
[INFO] [1741077384.523305420] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 map_builder_bridge.cpp:152] Finishing trajectory with ID '0'...
[INFO] [1741077384.530212514] [cartographer logger]: I20250304 17:36:24.-2147483648  5506 pose_graph_2d.cc:538] Remaining work items in queue: 0
[INFO] [1741077384.530338254] [cartographer logger]: I20250304 17:36:24.-2147483648  5506 constraint_builder_2d.cc:290] 0 computations resulted in 0 additional constraints.
[INFO] [1741077384.530377828] [cartographer logger]: I20250304 17:36:24.-2147483648  5506 constraint_builder_2d.cc:292] Score histogram:
Count: 0
[WARN] [1741077384.542234265] [cartographer logger]: W20250304 17:36:24.-2147483648  5506 preprocessor.cc:67] Specified options.num_threads: 7 exceeds maximum available from the threading model Ceres was compiled with: 4.  Bounding to maximum number available.
[INFO] [1741077384.557286519] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/home/pinky/pinky_violet/install/pinky_cartographer/share/pinky_cartographer/params/nav2_cartographer_params.lua' for 'nav2_cartographer_params.lua'.
[INFO] [1741077384.560034560] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741077384.560126004] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/map_builder.lua' for 'map_builder.lua'.
[INFO] [1741077384.560251578] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741077384.560372003] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/pose_graph.lua' for 'pose_graph.lua'.
[INFO] [1741077384.563056711] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741077384.563403821] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder.lua' for 'trajectory_builder.lua'.
[INFO] [1741077384.563855096] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741077384.563909522] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_2d.lua' for 'trajectory_builder_2d.lua'.
[INFO] [1741077384.564113428] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741077384.564153780] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 configuration_file_resolver.cc:41] Found '/opt/ros/jazzy/share/cartographer/configuration_files/trajectory_builder_3d.lua' for 'trajectory_builder_3d.lua'.
[INFO] [1741077384.567118875] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 map_builder_bridge.cpp:136] Added trajectory with ID '1'.
[INFO] [1741077384.670449758] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 ordered_multi_queue.cc:172] All sensor data for trajectory 1 is available starting at '638766741846679974'.
[INFO] [1741077384.823411435] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 local_trajectory_builder_2d.cc:135] Extrapolator is still initializing.
[INFO] [1741077384.824773798] [cartographer logger]: I20250304 17:36:24.-2147483648  5476 pose_graph_2d.cc:148] Inserted submap (1, 0).
[INFO] [1741077395.240976324] [cartographer logger]: I20250304 17:36:35.-2147483648  5476 pose_graph_2d.cc:148] Inserted submap (1, 1).
[INFO] [1741077399.627857961] [cartographer logger]: I20250304 17:36:39.-2147483648  5476 collated_trajectory_builder.cc:81] imu rate: 5.00 Hz 2.00e-01 s +/- 2.65e-03 s (pulsed at 101.08% real time)
[INFO] [1741077399.627969664] [cartographer logger]: I20250304 17:36:39.-2147483648  5476 collated_trajectory_builder.cc:81] scan rate: 10.01 Hz 9.99e-02 s +/- 1.18e-03 s (pulsed at 99.91% real time)
[INFO] [1741077405.251222992] [cartographer logger]: I20250304 17:36:45.-2147483648  5476 pose_graph_2d.cc:148] Inserted submap (1, 2).
